date,BTC_price,ETH_price,BNB_price
2019-09-02,10346.7607421875,178.34735107421875,22.767133712768555
2019-09-03,10623.5400390625,179.49932861328125,22.51453971862793
2019-09-04,10594.4931640625,175.99288940429688,21.796308517456055
2019-09-05,10575.533203125,174.21713256835938,22.761098861694336
2019-09-06,10353.302734375,169.9561767578125,22.153148651123047
2019-09-07,10517.2548828125,178.2626190185547,22.54897689819336
2019-09-08,10441.2763671875,181.35552978515625,22.561689376831055
2019-09-09,10334.974609375,181.1494598388672,22.287389755249023
2019-09-10,10115.9755859375,179.78717041015625,21.911144256591797
2019-09-11,10178.3720703125,178.72549438476562,20.899320602416992
2019-09-12,10410.126953125,181.01609802246094,20.922277450561523
2019-09-13,10360.546875,181.10972595214844,20.887466430664062
2019-09-14,10358.048828125,188.1055145263672,21.071584701538086
2019-09-15,10347.712890625,189.78912353515625,20.598939895629883
2019-09-16,10276.7939453125,197.11317443847656,20.39851188659668
2019-09-17,10241.2724609375,208.60874938964844,21.005367279052734
2019-09-18,10198.248046875,211.39303588867188,22.255443572998047
2019-09-19,10266.4150390625,221.28085327148438,21.614601135253906
2019-09-20,10181.6416015625,218.050048828125,21.371471405029297
2019-09-21,10019.716796875,215.51620483398438,21.08218002319336
2019-09-22,10070.392578125,211.54537963867188,20.525558471679688
2019-09-23,9729.32421875,201.9213104248047,19.485477447509766
2019-09-24,8620.56640625,168.11073303222656,16.067689895629883
2019-09-25,8486.9931640625,170.8927001953125,16.258373260498047
2019-09-26,8118.9677734375,166.7271270751953,15.459808349609375
2019-09-27,8251.845703125,174.71099853515625,15.790263175964355
2019-09-28,8245.9150390625,174.57289123535156,15.851419448852539
2019-09-29,8104.185546875,170.50347900390625,15.305100440979004
2019-09-30,8293.8681640625,179.87220764160156,15.862674713134766
2019-10-01,8343.2763671875,177.34042358398438,15.903210639953613
2019-10-02,8393.0419921875,180.71051025390625,15.950048446655273
2019-10-03,8259.9921875,175.1993408203125,15.726759910583496
2019-10-04,8205.939453125,176.98500061035156,15.75511360168457
